Datetime_UTC,Open,High,Low,Close,Volume,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,SMA_Golden_Cross,SMA_Death_Cross,SMA_Cross_Signal,EMA_Golden_Cross,EMA_Death_Cross,EMA_Cross_Signal,RSI_14,RSI_Signal,RSI_Crossover,STD_20,Upper_Band_20,Lower_Band_20,Daily_Return,Cumulative_Return,Volatility_14,Vol_Category,MACD,MACD_Signal,MACD_Histogram,High_Low_Spread,High_Low_Percent
2012-01-11 00:00:00+00:00,7.1,7.33,6.25,7.0,93.32697324,,5.871256264271958,,5.344021800124004,,5.1105916508795435,,4.980313278804009,False,False,0,False,False,0,,Neutral,False,,,,-0.014084507042253502,1.4462809917355375,,,0.44620746770040753,0.2758443385954456,0.17036312910496193,1.08,17.28
2012-01-12 00:00:00+00:00,7.0,7.38,6.51,6.51,98.93163181,,5.932089001007962,,5.389746435413259,,5.13830270729777,,4.995534042198995,False,False,0,False,False,0,,Neutral,False,,,,-0.07000000000000006,1.3450413223140498,,,0.45401813711668737,0.311479098299694,0.14253903881699337,0.8700000000000001,13.364055299539174
2012-01-13 00:00:00+00:00,6.51,7.36,6.51,6.9,33.62682051,,6.024271000911966,,5.448972065397053,,5.173187802202765,,5.014483952226866,False,False,0,False,False,0,,Neutral,False,,,,0.05990783410138256,1.425619834710744,,,0.477926168782024,0.34476851239616,0.13315765638586397,0.8500000000000005,13.056835637480807
2012-01-14 00:00:00+00:00,6.9,7.34,6.4,6.4,27.94332433,,6.060054715110827,,5.486267278518737,,5.197481113050235,,5.028270181557942,False,False,0,False,False,0,66.88311688311688,Neutral,False,,,,-0.07246376811594202,1.3223140495867771,,,0.470977905011976,0.37001039091932325,0.10096751409265275,0.9399999999999995,14.687499999999993
2012-01-15 00:00:00+00:00,6.4,7.15,6.3,7.15,20.9353007,,6.163859027957415,,5.551511698968983,,5.236144853385873,,5.049381921044928,False,False,0,False,False,0,71.50837988826817,Overbought,True,,,,0.1171875,1.4772727272727275,6.919553320416752,Extreme,0.5001822499635251,0.3960447627281637,0.10413748723536143,0.8500000000000005,13.4920634920635
2012-01-16 00:00:00+00:00,7.15,7.15,6.2,7.1,12.64929577,,6.25301531100909,,5.612236730381964,,5.2730528760911035,,5.069786081034531,False,False,0,False,False,0,69.96197718631178,Neutral,False,,,,-0.006993006993007089,1.4669421487603307,6.990289276877524,Extreme,0.5201510536472824,0.4208660209119875,0.09928503273529493,0.9500000000000002,15.322580645161294
2012-01-17 00:00:00+00:00,7.1,7.1,6.5,6.9,11.246376810000001,,6.314632900436796,,5.662737250759142,,5.305269650821973,,5.087997164805332,False,False,0,False,False,0,65.57059961315281,Neutral,False,,,,-0.028169014084506894,1.425619834710744,7.080524054823812,Extreme,0.5246236255286592,0.44161754183532187,0.08300608369333728,0.5999999999999996,9.230769230769226
2012-01-18 00:00:00+00:00,6.9,7.1,5.99,7.1,202.71440055,,6.389429767061864,,5.719100495827411,,5.3408088656571815,,5.108017093513737,False,False,0,False,False,0,65.02946954813359,Neutral,False,,,,0.02898550724637672,1.4669421487603307,7.027263209498663,Extreme,0.5358245563595911,0.46045894474017574,0.0753656116194154,1.1099999999999994,18.530884808013344
2012-01-19 00:00:00+00:00,7.1,7.1,5.52,6.01,158.46598447,,6.353293598770258,,5.730508319520454,,5.354060175248128,,5.116992047807133,False,False,0,False,False,0,46.15384615384615,Neutral,False,,,,-0.1535211267605634,1.2417355371900827,7.330072549077473,Extreme,0.48822222943824123,0.4660116016797889,0.02221062775845234,1.58,28.623188405797105
2012-01-20 00:00:00+00:00,6.01,6.95,6.01,6.95,184.07583311,6.441,6.4101227798397575,,5.778331522676515,,5.385662944055095,,5.135230932903579,False,False,0,False,False,0,54.400000000000006,Neutral,False,0.7275401960318791,8.592743367935395,4.2275021917441205,0.15640599001663902,1.4359504132231407,8.465941172726971,Extreme,0.4920811287732958,0.4712255070984903,0.02085562167480548,0.9400000000000004,15.640599001663901
2012-01-21 00:00:00+00:00,6.95,6.95,6.95,6.95,0.0,6.5465,6.461539657950257,,5.824279306100966,,5.416639915459944,,5.15328833655628,False,False,0,False,False,0,51.282051282051285,Neutral,False,0.6295468294942922,8.350180146433134,4.57289916946738,0.0,1.4359504132231407,8.327098630443079,Extreme,0.492920082060901,0.4755644220909725,0.017355659969928494,0.0,0.0
2012-01-22 00:00:00+00:00,6.95,6.95,6.03,6.83,162.03488544,6.638,6.496631119097852,,5.863719333312693,,5.444627243866678,,5.169972034699999,False,False,0,False,False,0,49.4037478705281,Neutral,False,0.5156253229664055,8.04350708799707,4.949755150198635,-0.01726618705035976,1.4111570247933884,8.3415806161575,Extreme,0.4851727867114981,0.47748609501507766,0.007686691696420445,0.9199999999999999,15.257048092868985
2012-01-23 00:00:00+00:00,6.83,6.83,6.0,6.52,95.57062909,6.6995000000000005,6.498856726802819,,5.889455830045528,,5.46592175388912,,5.183405148782586,False,False,0,False,False,0,50.34722222222221,Neutral,False,0.40863669361478105,7.724766807647162,5.272946645958475,-0.04538799414348471,1.3471074380165289,8.26100389037167,Extreme,0.46062298525420253,0.4741134730629027,-0.013490487808700158,0.8300000000000001,13.833333333333334
2012-01-24 00:00:00+00:00,6.52,6.57,6.0,6.55,85.44624147,6.7485,6.50372751472636,,5.915359522984919,,5.487388649851711,,5.197003107501168,False,False,0,False,False,0,44.680851063829785,Neutral,False,0.3138265528331808,7.445207173225902,5.562247856226818,0.004601226993865115,1.353305785123967,7.827261479150713,Extreme,0.438829790081944,0.467056736466711,-0.02822694638476697,0.5700000000000003,9.500000000000004
2012-01-25 00:00:00+00:00,6.55,6.86,6.0,6.0,80.7232564,6.727499999999999,6.4557534657048015,,5.918678757377667,,5.497539369656628,,5.204993126332002,False,False,0,False,False,0,41.103202846975094,Neutral,False,0.3490419217771614,7.502879231036285,5.408627700373318,-0.08396946564885499,1.2396694214876032,8.121300164077777,Extreme,0.3905024592592534,0.4517458810252195,-0.06124342176596609,0.8600000000000003,14.33333333333334
2012-01-26 00:00:00+00:00,6.0,6.31,6.0,6.27,16.75896173,6.720999999999999,6.438062659447201,,5.9324560610099155,,5.512835619762437,,5.215590209652082,False,False,0,False,False,0,47.77777777777777,Neutral,False,0.35659058050551834,7.507834400963756,5.368290917930646,0.04499999999999993,1.2954545454545452,8.025961904224513,Extreme,0.36073007910955557,0.4335427206420867,-0.07281264153253114,0.3099999999999996,5.166666666666661
2012-01-27 00:00:00+00:00,6.27,6.3,3.8,5.88,105.64010172,6.675,6.384913834737944,,5.930398960578154,,5.52010620154932,,5.222201252342111,False,False,0,False,False,0,40.55555555555554,Neutral,False,0.4022764171430798,7.591743086167183,5.178084583308705,-0.062200956937799035,1.214876033057851,7.991879022207761,Extreme,0.313971043686017,0.4096283852508728,-0.09565734156485578,2.5,65.78947368421053
2012-01-28 00:00:00+00:00,5.88,5.88,4.91,4.91,0.25,6.5755,6.244445850477187,,5.890383315065286,,5.50802489062755,,5.219094772219304,False,False,0,False,False,0,37.3083475298126,Neutral,False,0.5591956159002901,7.922032698178057,4.566859002776317,-0.16496598639455773,1.0144628099173552,8.893653449617037,Extreme,0.2239222131804608,0.3724871508367904,-0.1485649376563296,0.9699999999999998,19.755600814663946
2012-01-29 00:00:00+00:00,4.91,5.9,4.91,5.9,1.8548464299999998,6.5465,6.2116414837650735,,5.890760439964686,,5.51578677398146,,5.225869948615132,False,False,0,False,False,0,39.77086743044189,Neutral,False,0.5790943473717339,7.948924525880275,4.474358441649872,0.2016293279022403,1.2190082644628097,10.068043448692933,Extreme,0.1953108520323079,0.33705189107589395,-0.14174103904358604,0.9900000000000002,20.162932790224037
2012-01-30 00:00:00+00:00,5.9,5.9,5.3,5.58,22.38,6.4704999999999995,6.151485151977924,,5.878573756044503,,5.51705832301153,,5.229393630718464,False,False,0,False,False,0,38.08777429467085,Neutral,False,0.6019221404450035,7.957251573312934,4.345718730642913,-0.05423728813559325,1.152892561983471,10.139758137625263,Extreme,0.15387158399047607,0.3004158296588104,-0.14654424566833435,0.6000000000000005,11.320754716981142
2012-01-31 00:00:00+00:00,5.58,6.22,5.55,5.55,104.71833334,6.398000000000001,6.09420085178955,,5.8656885107094245,,5.517710633446945,,5.232583743845644,False,False,0,False,False,0,39.130434782608695,Neutral,False,0.6217852057626194,7.959556469077408,4.228845234501692,-0.005376344086021501,1.1466942148760328,10.13072344657768,Extreme,0.11617165189475731,0.2635669941059998,-0.1473953422112425,0.6699999999999999,12.072072072072071
2012-02-01 00:00:00+00:00,5.55,6.0,3.8,5.99,13.55244574,6.372,6.084276961142926,,5.870563471073761,,5.527062898131163,,5.240120224006384,False,False,0,False,False,0,41.395348837209305,Neutral,False,0.6276992239834884,7.9673746330933914,4.201179289192461,0.07927927927927936,1.237603305785124,10.368788081639856,Extreme,0.10535735169344385,0.23192506562348864,-0.1265677139300448,2.2,57.89473684210527
2012-02-02 00:00:00+00:00,5.99,6.26,5.54,6.26,123.58263763000001,6.34,6.101012488653124,,5.885835491815967,,5.541576504108764,,5.250268281478958,False,False,0,False,False,0,52.220248667850804,Neutral,False,0.6155613612579042,7.947696572426837,4.254328404879411,0.045075125208680955,1.293388429752066,9.537315770647185,Extreme,0.10908433826285435,0.20735692015136178,-0.09827258188850743,0.7199999999999998,12.996389891696747
2012-02-03 00:00:00+00:00,6.26,6.35,5.93,6.29,283.38210612,6.3345,6.119011299257589,,5.901685080372204,,5.556396771354135,,5.260613870717973,False,False,0,False,False,0,43.00847457627118,Neutral,False,0.6154884666925765,7.965476699335318,4.2725458991798595,0.004792332268370725,1.2995867768595042,8.517043294807742,Extreme,0.1132254900883849,0.18853063413876642,-0.07530514405038152,0.41999999999999993,7.082630691399662
2012-02-04 00:00:00+00:00,6.29,6.5,5.94,6.5,67.69499409,6.302,6.155295937423533,,5.925148410553686,,5.575081983802567,,5.272946071009336,False,False,0,False,False,0,45.436105476673426,Neutral,False,0.5866461320170161,7.915234333474581,4.395357541372485,0.03338632750397452,1.3429752066115703,8.575007257312171,Extreme,0.1267000474487725,0.17616451680076767,-0.049464469351995166,0.5599999999999996,9.42760942760942
2012-02-05 00:00:00+00:00,6.5,6.5,5.7,5.7,49.86668412,6.232,6.1119344195736725,,5.916319061120209,,5.577555607885685,,5.277195363835114,False,False,0,False,False,0,39.92869875222816,Neutral,False,0.5696961332241307,7.821022819246064,4.402846019901281,-0.12307692307692308,1.177685950413223,9.171158398381056,Extreme,0.09758729375465958,0.16044907219154605,-0.06286177843688648,0.7999999999999998,14.035087719298241
2012-02-06 00:00:00+00:00,5.7,6.15,5.2,5.9,26.36207817,6.182,6.091750189138084,,5.915679097939025,,5.583940645353295,,5.283392424891481,False,False,0,False,False,0,44.363636363636374,Neutral,False,0.5515776416215965,7.746483114002873,4.437017264273295,0.03508771929824572,1.21900826446281,9.177477771162192,Extreme,0.08220795287742,0.14480084832872084,-0.06259289545130084,0.9500000000000002,18.26923076923077
2012-02-07 00:00:00+00:00,5.9,5.9,5.5,5.51,151.42474559000001,6.1025,6.036345409220171,,5.899770113706122,,5.58247647415818,,5.285647226633855,False,False,0,False,False,0,41.12627986348123,Neutral,False,0.5263066446573963,7.615265343192361,4.457425475247982,-0.0661016949152543,1.1384297520661157,9.32452734981971,Extreme,0.04914757666299341,0.12567019399557536,-0.07652261733258195,0.40000000000000036,7.27272727272728
2012-02-08 00:00:00+00:00,5.51,5.79,5.51,5.66,57.96134674,6.085,6.000502989294441,,5.890367364149019,,5.5840115934817804,,5.2893721298514285,False,False,0,False,False,0,46.88644688644688,Neutral,False,0.5352864456974125,7.606362326386678,4.394643652202204,0.02722323049001818,1.1694214876033058,9.100949759016915,Extreme,0.02813521711634337,0.10616319861972896,-0.0780279815033856,0.28000000000000025,5.08166969147006
2012-02-09 00:00:00+00:00,5.66,5.87,5.51,5.87,102.19951034,6.031,5.988074133171161,,5.889568643986313,,5.589674730244517,,5.2951495215942,False,False,0,False,False,0,46.2962962962963,Neutral,False,0.4965025043663988,7.477581646270358,4.498566620071965,0.03710247349823326,1.212809917355372,9.073102680483883,Extreme,0.0205289736183758,0.08903635361945833,-0.06850738000108253,0.3600000000000003,6.533575317604362
2012-02-10 00:00:00+00:00,5.87,5.89,5.8,5.88,202.9255289,5.977500000000001,5.977781358583432,,5.889193403045673,,5.595423745487199,,5.300968929339532,False,False,0,False,False,0,50.0,Neutral,False,0.44749448688165355,7.320264819228393,4.635297897938471,0.0017035775127767216,1.2148760330578512,8.899993274831342,Extreme,0.01442299055952212,0.07411368100747108,-0.05969069044794896,0.08999999999999986,1.551724137931032
2012-02-11 00:00:00+00:00,5.88,5.88,5.5,5.5,1.8794878,5.911,5.932278372051676,,5.873930916651726,,5.593534166368641,,5.30294933800282,False,False,0,False,False,0,56.65914221218961,Neutral,False,0.4115170905193059,7.166829643609594,4.697727100493758,-0.06462585034013602,1.1363636363636365,7.769659689770511,Extreme,-0.009869739908596742,0.05731699682425752,-0.06718673673285426,0.3799999999999999,6.909090909090907
2012-02-12 00:00:00+00:00,5.5,5.78,5.5,5.55,34.6,5.8625,5.895870908046755,,5.861227743449698,,5.592672103668271,,5.305407553545081,False,False,0,False,False,0,44.98567335243552,Neutral,False,0.3926948058305799,7.073955325538495,4.717786490555015,0.009090909090909038,1.146694214876033,5.5077037903794235,Extreme,-0.02809067575929447,0.04023546230754712,-0.0683261380668416,0.28000000000000025,5.090909090909095
2012-02-13 00:00:00+00:00,5.55,5.79,5.5,5.79,130.02787142,5.8245,5.885787964423255,,5.858434498608533,,5.596579586763948,,5.310229368932692,False,False,0,False,False,0,53.07917888563049,Neutral,False,0.3578955301848808,6.959474554977897,4.812101373868613,0.043243243243243246,1.1962809917355373,5.424392942369272,Extreme,-0.03152912253284512,0.025882545339468675,-0.0574116678723138,0.29000000000000004,5.272727272727273
2012-02-14 00:00:00+00:00,5.79,5.8,4.56,4.56,123.83811213,5.7524999999999995,5.759522444001992,,5.807515498663101,,5.576053258313177,,5.30276440008759,False,False,0,False,False,0,39.26247288503254,Neutral,False,0.45295375620824596,7.11838371262673,4.400661175377254,-0.21243523316062185,0.9421487603305785,7.940593119138405,Extreme,-0.09581134891156573,0.0015437664892617928,-0.09735511540082753,1.2400000000000002,27.192982456140356
2012-02-15 00:00:00+00:00,4.56,5.08,4.56,4.69,72.2959875,5.6735,5.65766316362085,,5.7636913614606256,,5.558507649237668,,5.296667241877764,False,False,0,False,False,0,34.88372093023257,Neutral,False,0.49388124504836944,7.139306898765958,4.176019428475741,0.028508771929824706,0.9690082644628101,7.606806711654271,Extreme,-0.14379359572081363,-0.027523705952753292,-0.11626988976806034,0.5200000000000005,11.403508771929834
2012-02-16 00:00:00+00:00,4.69,4.98,4.15,4.98,94.61323754,5.628500000000001,5.593123814704578,,5.732958366893542,,5.54705205222306,,5.293516324048134,False,False,0,False,False,0,35.18518518518519,Neutral,False,0.5146411626714198,7.1370473027188375,4.049200326690318,0.061833688699360234,1.0289256198347108,7.719874985507985,Extreme,-0.16959944876411637,-0.055938854515025914,-0.11366059424909045,0.8300000000000001,20.0
2012-02-17 00:00:00+00:00,4.98,4.98,4.5,4.69,262.18826113,5.6175,5.507112022827951,,5.69205803878007,,5.530080724456266,,5.287511186495417,False,False,0,False,False,0,32.53275109170306,Neutral,False,0.5328362541008371,7.105620785130463,3.9086032605254397,-0.05823293172690758,0.96900826446281,7.790562303091556,Extreme,-0.20531545587232003,-0.08581417478648475,-0.11950128108583528,0.4800000000000004,10.666666666666675
2012-02-18 00:00:00+00:00,4.69,4.73,4.14,4.38,252.88296387,5.541500000000001,5.399768020653861,,5.640604782357323,,5.507306848724459,,5.278481224440736,False,False,0,False,False,0,27.350427350427367,Oversold,True,0.5951760022751353,7.185296027479267,3.6142400138284545,-0.06609808102345427,0.9049586776859504,7.742666578438527,Extreme,-0.2503260646704728,-0.11871655276328236,-0.13160951190719045,0.5900000000000007,14.251207729468618
2012-02-19 00:00:00+00:00,4.38,4.38,4.23,4.38,97.68354434,5.4815,5.302647256782064,5.9967999999999995,5.591169300696252,,5.484983940828926,,5.26954111275476,False,False,0,False,False,0,32.989690721649495,Neutral,False,0.6491312007518011,7.250040859037467,3.355253654526661,0.0,0.9049586776859504,7.221804980791983,Extreme,-0.2875585048695415,-0.1524849431845342,-0.13507356168500728,0.14999999999999947,3.5460992907801288
2012-02-20 00:00:00+00:00,4.38,4.72,4.38,4.4,248.54444348,5.4239999999999995,5.216680851374249,5.988,5.5444567791003205,,5.4634991103174615,,5.260888962379091,False,False,0,False,False,0,29.72972972972974,Oversold,True,0.6922457732094269,7.293418171002529,3.139943531745968,0.004566210045662267,0.9090909090909092,7.100844390632766,Extreme,-0.31695444871539635,-0.18537884429070664,-0.1315756044246897,0.33999999999999986,7.7625570776255675
2012-02-21 00:00:00+00:00,4.4,4.54,4.3,4.53,411.35990367,5.351,5.151282675052892,5.9786,5.504674160312073,,5.445013979420086,,5.253616435390245,False,False,0,False,False,0,35.755813953488385,Neutral,False,0.7062569981022648,7.270053669359687,3.0325116807460972,0.02954545454545454,0.9359504132231405,7.064117720207301,Extreme,-0.3340032084600253,-0.21510371712457038,-0.11889949133545491,0.2400000000000002,5.581395348837215
2012-02-22 00:00:00+00:00,4.53,4.58,4.46,4.57,58.87620649,5.2665,5.09592242028595,5.9642,5.468020271672384,,5.427686969926619,,5.246814281804272,False,False,0,False,False,0,33.63363363363365,Neutral,False,0.6927464410438708,7.174161743417562,3.0176830971543374,0.008830022075055233,0.944214876033058,7.003752635504074,Extreme,-0.3449098819993841,-0.24106495009953313,-0.10384493189985097,0.1200000000000001,2.690582959641258
2012-02-23 00:00:00+00:00,4.57,5.0,4.51,5.0,376.57464815,5.202,5.086786951687288,5.9528,5.44966653552837,,5.4192179210171805,,5.244358418303732,False,False,0,False,False,0,37.74647887323944,Neutral,False,0.6512465779281761,7.040526685471816,3.1330472179027598,0.09409190371991238,1.0330578512396695,7.465499085095588,Extreme,-0.33101053846553796,-0.2590540677727341,-0.07195647069280386,0.4900000000000002,10.86474501108648
2012-02-24 00:00:00+00:00,5.0,5.22,5.0,5.12,400.41279154,5.133000000000001,5.089950099145642,5.926799999999999,5.436738436095885,,5.413292813670306,,5.24312102110668,False,False,0,False,False,0,39.617486338797825,Neutral,False,0.5751439179160218,6.815381852893707,3.3645183453975767,0.02400000000000002,1.0578512396694215,7.512733978817667,Extreme,-0.31147154705177194,-0.2695375636285417,-0.04193398342323024,0.21999999999999975,4.399999999999995
2012-02-25 00:00:00+00:00,5.12,5.22,4.95,5.0,126.17775678999999,5.098000000000001,5.081383423036534,5.8988,5.419611438601929,,5.4051087975580225,,5.240701906468803,False,False,0,False,False,0,42.64705882352941,Neutral,False,0.5599210470658973,6.761146564234226,3.4016202818388415,-0.0234375,1.0330578512396695,7.348465420687657,Extreme,-0.29920835165774307,-0.275471721234382,-0.02373663042336105,0.2699999999999996,5.454545454545446
2012-02-26 00:00:00+00:00,5.0,5.07,4.78,4.96,29.2,5.051,5.069823097033054,5.862,5.40158746061754,,5.396294761962814,,5.237908852673093,False,False,0,False,False,0,41.29793510324485,Neutral,False,0.5275753874790661,6.652549259470252,3.487096934595856,-0.008000000000000007,1.0247933884297522,7.339172354838771,Extreme,-0.2892272778375604,-0.2782228325550177,-0.01100444528254274,0.29000000000000004,6.066945606694561
2012-02-27 00:00:00+00:00,4.96,5.1,4.95,5.1,310.75231411,5.0305,5.072697087791811,5.825999999999999,5.389760501377636,,5.39042753895365,,5.236536625283311,False,False,0,False,False,0,39.51367781155015,Neutral,False,0.5166539613604799,6.622658971873251,3.522735203710371,0.028225806451612767,1.0537190082644627,7.273515238100309,Extreme,-0.2722473233321159,-0.27702773071043735,0.004780407378321472,0.14999999999999947,3.030303030303019
2012-02-28 00:00:00+00:00,5.1,5.1,4.71,4.71,358.30227545,4.983,5.038154508002115,5.7906,5.3631032268138075,,5.376953726301101,,5.231297454882483,False,False,0,False,False,0,53.06122448979592,Neutral,False,0.4991055156872907,6.5354710550639865,3.5408379609402427,-0.07647058823529407,0.9731404958677686,4.79541112686227,Extreme,-0.2758682256132996,-0.2767958296910098,0.0009276040777101979,0.3899999999999997,8.280254777070056
2012-02-29 00:00:00+00:00,4.71,5.04,4.71,4.99,292.44719845,4.939,5.033568364382866,5.7484,5.348471727723069,,5.369291276275336,,5.22889648518216,False,False,0,False,False,0,55.76923076923076,Neutral,False,0.45349984042242036,6.394067885650127,3.6730688431156047,0.05944798301486198,1.03099173553719,4.9875505694070155,Extreme,-0.26358475593564634,-0.2741536149399371,0.010568859004290776,0.33000000000000007,7.0063694267515935
2012-03-01 00:00:00+00:00,4.99,5.05,4.9,5.03,242.94781426,4.8965,5.033228520155927,5.709,5.33598264036138,,5.362572637141171,,5.22691741567786,False,False,0,False,False,0,51.063829787234035,Neutral,False,0.3969790528744,6.224165678779126,3.8422913615327268,0.008016032064128265,1.0392561983471074,4.721011398838293,Extreme,-0.24976446558157406,-0.26927578506826455,0.019511319486690493,0.14999999999999947,3.061224489795907
2012-03-02 00:00:00+00:00,5.03,5.03,4.64,4.79,335.92023816,4.861,5.010063899188695,5.674600000000001,5.31457155642564,,5.351234565118573,,5.222569978705942,False,False,0,False,False,0,52.17391304347826,Neutral,False,0.3710709961860795,6.1232768877469335,3.896850910630456,-0.04771371769383703,0.9896694214876032,4.625610996243417,Extreme,-0.24869929500093413,-0.2651604870547985,0.01646119205386437,0.39000000000000057,8.405172413793116
2012-03-03 00:00:00+00:00,4.79,4.99,4.6,4.65,125.91831513999999,4.816,4.975772099265962,5.6296,5.28850992676189,,5.337348732145927,,5.216872764987475,False,False,0,False,False,0,56.338028169014095,Neutral,False,0.33603571238784025,5.983879236429482,3.967664962102441,-0.029227557411273475,0.9607438016528924,4.29838791704691,Extreme,-0.2535450776794823,-0.2628374051797353,0.009292327500252995,0.39000000000000057,8.478260869565231
2012-03-04 00:00:00+00:00,4.65,4.81,4.65,4.81,113.60841529999999,4.767,4.959984280288251,5.597799999999999,5.269744831594757,,5.326906182994523,,5.212824279763718,False,False,0,False,False,0,59.3886462882096,Neutral,False,0.24589471431146956,5.69766842322266,4.222300137353842,0.034408602150537426,0.9938016528925616,4.36463640792208,Extreme,-0.2484204964812431,-0.2599540234400369,0.011533526958793783,0.15999999999999925,3.4408602150537475
2012-03-05 00:00:00+00:00,4.81,5.0,4.77,5.0,341.1867003,4.789,4.963795301213179,5.5548,5.259166602904767,,5.320432793232255,,5.210706625238706,False,False,0,False,False,0,62.19512195121951,Neutral,False,0.2460829984075831,5.702044296435928,4.22554630599043,0.03950103950103956,1.033057851239669,4.445131295829631,Extreme,-0.2332968770743431,-0.25462259416689814,0.02132571709255504,0.23000000000000043,4.821802935010491
2012-03-06 00:00:00+00:00,5.0,5.06,4.94,4.99,214.97053983,4.804,4.966290986811924,5.5126,5.248611049849678,,5.3138895696038935,,5.208510539415435,False,False,0,False,False,0,59.82905982905983,Neutral,False,0.2488584463420779,5.712866325838157,4.21971564778569,-0.0020000000000000018,1.0309917355371898,4.418782636778692,Extreme,-0.21969969809607193,-0.2476380149527329,0.027938316856660983,0.11999999999999922,2.429149797570834
2012-03-07 00:00:00+00:00,4.99,5.09,4.98,5.01,607.38873958,4.8055,4.970453749972693,5.4748,5.239253753777141,,5.307871954364212,,5.206535310167521,False,False,0,False,False,0,59.48275862068966,Neutral,False,0.25006262373548965,5.720641621179162,4.220265878766224,0.004008016032064132,1.0351239669421486,4.419825484308756,Extreme,-0.2059756115791691,-0.23930553427802018,0.03332992269885107,0.10999999999999943,2.2088353413654502
2012-03-08 00:00:00+00:00,5.01,5.09,4.87,5.0,315.34447305000003,4.821,4.973267678546722,5.432799999999999,5.229871253629018,,5.301775480020367,,5.2044802324544115,False,False,0,False,False,0,50.0,Neutral,False,0.25212569964415765,5.729644777479194,4.216890579614249,-0.001996007984031878,1.0330578512396693,3.6506880503015897,Extreme,-0.19371163954932147,-0.23018675533228045,0.03647511578295898,0.21999999999999975,4.517453798767962
